CMS_ID;LANGUAGE;NAZIV_RESORT;KRATAK_OPIS_RESORT;ID_TABLICA;CREATED_DATE_;MODIFIED_DATE_
74170;HR;Valamar Carolina Hotel & Villas 4*;Skriveni u raskošnoj šumi poluotoka Suha Punta, Valamar Carolina Hotel & Villas pružaju čarobno okruženje s bajkovitim pogledima, modernim sobama i prekrasnim plažama.trebaFixati;118;2023-05-05 14:03:02;2023-05-05 14:03:02
74170;I;Valamar Carolina Hotel & Villas 4*;Immersi nella rigogliosa vegetazione della penisola di Suha Punta, i Valamar Carolina Hotel & Villas offrono un ambiente magnifico con panorami da sogno, camere moderne e incantevoli spiagge.trebaFixati;119;2023-05-05 14:03:02;2023-05-05 14:03:02
74170;SL;Valamar Carolina Hotel & Villas 4*;Skriti v razkošnem gozdu polotoka Suha Punta, vam Valamar Carolina Hotel & Villas ponujajo čarobno okolico s pravljičnimi pogledi, modernimi sobami in prečudovitimi plažami.trebaFixati;120;2023-05-05 14:03:02;2023-05-05 14:03:02
74188;D;San Marino Sunny Resort by Valamar 3*;Skriti v razkošnem gozdu polotoka Suha Punta, vam Valamar Carolina Hotel & Villas ponujajo čarobno okolico s pravljičnimi pogledi, modernimi sobami in prečudovitimi plažami.trebaFixati;121;2023-05-05 14:03:02;2023-05-05 14:03:02
74188;SL;San Marino Sunny Resort by Valamar 3*;Če želite svoji družini privoščiti nepozaben oddih, rezervirajte namestitev v enem izmed petih hotelov v sklopu San Marino Sunny Resorta by Valamar v Loparju blizu znamenite peščene Rajske plaže.trebaFixati;122;2023-05-05 14:03:02;2023-05-05 14:03:02
74188;E;San Marino Sunny Resort by Valamar 3*;If you're looking for a family holiday to remember, we recommend booking accommodation in one of the five hotels in the San Marino Sunny Resort by Valamar in Lopar next to the famous sandy Paradise Beach (Rajska Plaža).trebaFixati;123;2023-05-05 14:03:02;2023-05-05 14:03:02
74188;HR;San Marino Sunny Resort by Valamar 3*;Želite li svojoj obitelji priuštiti odmor za pamćenje, rezervirajte smještaj u jednom od pet hotela u sklopu San Marino Sunny Resorta by Valamar u Loparu blizu čuvene pješčane Rajske plaže.trebaFixati;124;2023-05-05 14:03:02;2023-05-05 14:03:02
74188;I;San Marino Sunny Resort by Valamar 3*;Volete concedervi una vacanza indimenticabile assieme alla vostra famiglia?;125;2023-05-05 14:03:02;2023-05-05 14:03:02
74747;D;Suha Punta Apartments by Valamar 3*;Umgeben von einem dichten Kiefernwald auf der Halbinsel Suha Punta bieten diese Appartements komfortable Unterkünfte in der Nähe der wunderschönen Strände von Rab.trebaFixati;126;2023-05-05 14:03:02;2023-05-05 14:03:02
74747;E;Suha Punta Apartments by Valamar 3*;Surrounded by the lush pine forest of the Suha Punta peninsula, these apartments offer comfortable accommodation close to Rab's stunning beaches.;127;2023-05-05 14:03:02;2023-05-05 14:03:02
74747;HR;Suha Punta Apartments by Valamar 3*;Okruženi bujnom borovom šumom poluotoka Suha Punta, ovi apartmani pružaju komforan smještaj blizu prekrasnih rapskih plaža.;128;2023-05-05 14:03:02;2023-05-05 14:03:02
74747;I;Suha Punta Apartments by Valamar 3*;Circondati da una rigogliosa pineta della penisola di Suha Punta, questi appartamenti offrono un alloggio confortevole nei pressi delle stupende spiagge di Rab.trebaFixati;129;2023-05-05 14:03:02;2023-05-05 14:03:02
74747;SL;Suha Punta Apartments by Valamar 3*;Obdani z bujnim borovim gozdom na polotoka Suha Punta, vam ti apartmaji ponujajo udobno namestitev v bližini prekrasnih rabskih plaž.;130;2023-05-05 14:03:02;2023-05-05 14:03:02
86394;D;Girandella Valamar Collection Resort 4*/5*;Gönnen Sie sich einen Urlaub im Girandella Valamar Collection Resort.;131;2023-05-05 14:03:02;2023-05-05 14:03:02
86394;E;Girandella Valamar Collection Resort 4*/5*;Treat yourself to a holiday at the Girandella Valamar Collection Resort, located in a picturesque bay and next to stunning beaches.;132;2023-05-05 14:03:02;2023-05-05 14:03:02
86394;HR;Girandella Valamar Collection Resort 4*/5*;Počastite se odmorom u Girandella Valamar Collection Resortu smještenom u slikovitom zaljevu kraj prekrasnih plaža.;133;2023-05-05 14:03:02;2023-05-05 14:03:02
86394;I;Girandella Valamar Collection Resort 4*/5*;Regalatevi una vacanza nel Girandella Valamar Collection Resort che sorge in una pittoresca insenatura accanto a splendide spiagge.;134;2023-05-05 14:03:02;2023-05-05 14:03:02
86394;SL;Girandella Valamar Collection Resort 4*/5*;Privoščite si dopust v Girandella Valamar Collection Resortu, ki je v slikovitem zalivu poleg prečudovitih plaž.;135;2023-05-05 14:03:02;2023-05-05 14:03:02
90028;D;Valamar Sanfior Hotel & Casa 4*;Dank ihres modernen Charmes und ihrer hervorragenden Lage in Rabac direkt am Meer sind das Valamar Sanfior Hotel & Casa eine exzellente Wahl für Ihren Urlaub.;136;2023-05-05 14:03:02;2023-05-05 14:03:02
90028;E;Valamar Sanfior Hotel & Casa 4*;Thanks to their modern charm and stunning location right by the sea in Rabac, the Valamar Sanfior Hotel & Casa represent an ideal choice for a great holiday.;137;2023-05-05 14:03:02;2023-05-05 14:03:02
90028;HR;Valamar Sanfior Hotel & Casa 4*;Zahvaljujući suvremenom šarmu i zapanjujućem položaju na samoj obali mora u Rapcu, Valamar Sanfior Hotel & Casa su vrhunski odabir za odmor.;138;2023-05-05 14:03:02;2023-05-05 14:03:02
19;E;Club Dubrovnik Sunny Hotel by Valamar 3*;An action-packed, fun family holiday awaits you at the Club Dubrovnik Sunny Hotel located on the coast of the picturesque Babin kuk peninsula, just a short drive away from the town's historic centre.trebaFixati;1;2023-05-05 14:03:02;2023-05-05 14:03:02
19;HR;Club Dubrovnik Sunny Hotel by Valamar 3*;Zabavan obiteljski odmor prepun aktivnosti očekuje vas u Club Dubrovnik Sunny Hotelu smještenom na obali slikovitog poluotoka Babin kuk, samo nekoliko minuta vožnje od povijesne jezgre grada.trebaFixati;2;2023-05-05 14:03:02;2023-05-05 14:03:02
19;I;Club Dubrovnik Sunny Hotel by Valamar 3*;Al Club Dubrovnik Sunny Hotel, situato lungo la costa della pittoresca penisola di Babin kuk, ad appena qualche minuto in automobile dal centro storico della città.trebaFixati;3;2023-05-05 14:03:02;2023-05-05 14:03:02
19;D;Club Dubrovnik Sunny Hotel by Valamar 3*;Ein abwechslungsreicher Familienurlaub voller Aktivitäten erwartet Sie im Club Dubrovnik Sunny Hotel an der Küste der malerischen Halbinsel Babin Kuk, nur wenige Fahrminuten vom historischen Stadtkern entfernt.trebaFixati;4;2023-05-05 14:03:02;2023-05-05 14:03:02
19;SL;Club Dubrovnik Sunny Hotel by Valamar 3*;Zabavne družinske počitnice z obilico aktivnosti vas čakajo v Club Dubrovnik Sunny Hotelu, ki leži na obali slikovitega polotoka Babin kuk, le nekaj minut vožnje do zgodovinskega jedra mesta.trebaFixati;5;2023-05-05 14:03:02;2023-05-05 14:03:02
32;D;Valamar Tirena Hotel 4*;Das Valamar Tirena Hotel liegt in der ruhigen, von Natur geprägten Halbinsel Babin Kuk und ist ideal für einen erholsamen Familienurlaub in der Nähe des historischen Zentrums von Dubrovnik.trebaFixati;6;2023-05-05 14:03:02;2023-05-05 14:03:02
32;E;Valamar Tirena Hotel 4*;Located in the quiet natural surroundings of the Babin Kuk peninsula, the Valamar Tirena Hotel is ideal for a relaxing family holiday close to the historic centre of Dubrovnik.trebaFixati;7;2023-05-05 14:03:02;2023-05-05 14:03:02
32;HR;Valamar Tirena Hotel 4*;Smješten u mirnom prirodnom okruženju poluotoka Babin kuk, Valamar Tirena Hotel idealan je za opuštajući i obiteljski odmor u blizini starog grada Dubrovnika.;8;2023-05-05 14:03:02;2023-05-05 14:03:02
32;I;Valamar Tirena Hotel 4*;Situato in un ambiente naturale e tranquillo della penisola di Babin kuk, il Valamar Tirena Hotel è il luogo ideale per una rilassante vacanza in famiglia a due passi dal centro storico di Dubrovnik.trebaFixati;9;2023-05-05 14:03:02;2023-05-05 14:03:02
32;SL;Valamar Tirena Hotel 4*;Z lokacijo v mirnem naravnem okolju polotoka Babin kuk je Valamar Tirena Hotel idealen za sproščujoče in družinske počitnice v bližini starega mestnega jedra Dubrovnika.trebaFixati;10;2023-05-05 14:03:02;2023-05-05 14:03:02
34;SL;Crystal Sunny Hotel by Valamar 4*;V Crystal Sunny Hotelu lahko uživate v preprostem dopustu v svojem ritmu.;11;2023-05-05 14:03:02;2023-05-05 14:03:02
34;D;Crystal Sunny Hotel by Valamar 4*;Im Crystal Sunny Hotel können Sie einen stressfreien Urlaub ganz in Ihrem eigenen Tempo genießen.;12;2023-05-05 14:03:02;2023-05-05 14:03:02
34;E;Crystal Sunny Hotel by Valamar 4*;At Crystal Sunny Hotel you can enjoy simple vacations in your own rytham.;13;2023-05-05 14:03:02;2023-05-05 14:03:02
34;HR;Crystal Sunny Hotel by Valamar 4*;U Crystal Sunny Hotelu možete uživati u jednostavnom odmoru u svom ritmu.;14;2023-05-05 14:03:02;2023-05-05 14:03:02
34;I;Crystal Sunny Hotel by Valamar 4*;Al Crystal Sunny Hotel potete godervi una vacanza semplice, al vostro ritmo.;15;2023-05-05 14:03:02;2023-05-05 14:03:02
35;D;Valamar Pinia Hotel 3*;;16;2023-05-05 14:03:02;2023-05-05 14:03:02
35;E;Valamar Pinia Hotel 3*;Surrounded by tall pines just a few steps from a beautiful sandy beach, the Valamar Pinia Hotel is located only a 10-minute-walk from the historic centre of Poreč.trebaFixati;17;2023-05-05 14:03:02;2023-05-05 14:03:02
35;HR;Valamar Pinia Hotel 3*;Okružen visokim borovima na nekoliko koraka od prekrasne pješčane plaže očekuje vas Valamar Pinia Hotel.;18;2023-05-05 14:03:02;2023-05-05 14:03:02
35;I;Valamar Pinia Hotel 3*;A pochi passi dalla stupenda spiaggia di sabbia, circondato da alti pini, sorge il Valamar Pinia Hotel.;19;2023-05-05 14:03:02;2023-05-05 14:03:02
35;SL;Valamar Pinia Hotel 3*;V objemu visokih borovcev in le nekaj korakov stran od prečudovite peščene plaže vas pričakuje Valamar Pinia Hotel.;20;2023-05-05 14:03:02;2023-05-05 14:03:02
194;D;Koralj Sunny Hotel by Valamar 3*;Im Koralj Sunny Hotel können Sie einen stressfreien Urlaub ganz in Ihrem eigenen Tempo genießen.;21;2023-05-05 14:03:02;2023-05-05 14:03:02
194;E;Koralj Sunny Hotel by Valamar 3*;At Koralj Sunny Hotel you can enjoy a complete stress-free holidays designed at your own pace.;22;2023-05-05 14:03:02;2023-05-05 14:03:02
194;HR;Koralj Sunny Hotel by Valamar 3*;U Koralj Sunny Hotelu možete uživati u potpuno bezbrižnom odmoru, u svom ritmu.;23;2023-05-05 14:03:02;2023-05-05 14:03:02
194;I;Koralj Sunny Hotel by Valamar 3*;Il Koralj Sunny Hotel è la scelta ideale per trascorrere una vacanza lontano dallo stress, al proprio ritmo.;24;2023-05-05 14:03:02;2023-05-05 14:03:02
194;SL;Koralj Sunny Hotel by Valamar 3*;V Koralj Sunny Hotelu lahko uživate v popolnoma brezskrbnem dopustu v svojem ritmu.;25;2023-05-05 14:03:02;2023-05-05 14:03:02
201;D;Solaris Camping Resort 3*;Die großzügigen Parzellen, Appartements und Zimmer des Solaris Camping Resorts befinden sich in einer ruhigen, von einem Eichenwald umgebener Lage auf der grünen Halbinsel Lanterna bei Poreč und sind für Naturliebhaber und FKK-Anhänger der ideale Ort für einen entspannenden Urlaub.trebaFixati;26;2023-05-05 14:03:02;2023-05-05 14:03:02
105569;I;Valamar Obertauern Hotel 4*;In una posizione tranquilla nella località di Obertauern, il Valamar Obertauern Hotel vi assicurerà una vacanza perfetta sulle Alpi Salisburghesi.;169;2023-05-05 14:03:02;2023-05-05 14:03:02
105569;SL;Valamar Obertauern Hotel 4*;Valamar Obertauern Hotel je na mirni lokaciji v Obertauernu in vam zagotavlja popolne počitnice v salzburških Alpah.;170;2023-05-05 14:03:02;2023-05-05 14:03:02
124996;D;Valamar Parentino Hotel 4*;Das Valamar Parentino Hotel befindet sich in unmittelbarer Nähe des wunderschönen Kiesstrandes Val Parentino Family nur 5 Gehminuten vom historischen Zentrum von Poreč entfernt und eignet sich ideal für einen aktiven und unterhaltsamen Familienurlaub.trebaFixati;171;2023-05-05 14:03:02;2023-05-05 14:03:02
124996;E;Valamar Parentino Hotel 4*;Located near the wonderful pebbly Val Parentino Family Beach, and only a five-minutes-walk from the old town of Poreč.;172;2023-05-05 14:03:02;2023-05-19 10:45:39
124996;HR;Valamar Parentino Hotel 4*;Na samo 5 minuta šetnje od starog grada Poreča u blizini prekrasne šljunčane plaže Val Parentino Family nalazi se Valamar Parentino Hotel – idealno mjesto za aktivan i zabavan obiteljski odmor.trebaFixati;173;2023-05-05 14:03:02;2023-05-05 14:03:02
124996;I;Valamar Parentino Hotel 4*;A soli 5 minuti di passeggiata dal centro storico di Parenzo, nei pressi della magnifica spiaggia di ghiaia Val Parentino Family, sorge il Valamar Parentino Hotel – il luogo perfetto per godersi una vacanza attiva e divertente con tutta la famiglia.trebaFixati;174;2023-05-05 14:03:02;2023-05-05 14:03:02
124996;SL;Valamar Parentino Hotel 4*;Le 5 minut hoje od starega dela Poreča v bližini prekrasne prodnate plaže Val Parentino Family leži Valamar Parentino Hotel – idealen kraj za aktivne in zabavne družinske počitnice.trebaFixati;175;2023-05-05 14:03:02;2023-05-05 14:03:02
127196;D;Lanterna Premium Camping Resort 4*;Gönnen Sie sich und Ihrer Familie einen unvergesslichen und einzigartigen Urlaub im Lanterna Premium Camping Resort, das sich mit renommierten Qualitätsauszeichnungen rühmen kann.trebaFixati;176;2023-05-05 14:03:02;2023-05-05 14:03:02
127196;E;Lanterna Premium Camping Resort 4*;Treat your family to their best holiday yet at the Lanterna Premium Camping Resort, the proud winner of prestigious quality awards.;177;2023-05-05 14:03:02;2023-05-05 14:03:02
127196;HR;Lanterna Premium Camping Resort 4*;Počastite svoju obitelj najboljim odmorom do sada u Lanterna Premium Camping Resortu, ponosnom dobitniku prestižnih nagrada za kvalitetu.;178;2023-05-05 14:03:02;2023-05-05 14:03:02
127196;I;Lanterna Premium Camping Resort 4*;Regalate alla vostra famiglia la vacanza più bella di sempre nel Lanterna Premium Camping Resort, orgoglioso vincitore di prestigiosi premi di qualità.;179;2023-05-05 14:03:02;2023-05-05 14:03:02
127196;SL;Lanterna Premium Camping Resort 4*;Privoščite svoji družini najboljše počitnice do sedaj v Lanterna Premium Camping Resortu, ponosnemu dobitniku prestižnih nagrad za kakovost.;180;2023-05-05 14:03:02;2023-05-05 14:03:02
127331;D;Istra Premium Camping Resort 5*;Das Istra Premium Camping Resort fügt sich elegant in die mediterrane Natur der romantischen Halbinsel nahe des Küstenortes Funtana ein und bietet ein erstklassiges Campingerlebnis an der Adriaküste.trebaFixati;181;2023-05-05 14:03:02;2023-05-05 14:03:02
127331;E;Istra Premium Camping Resort 5*;Elegantly situated in the Mediterranean surroundings of a romantic peninsula near Funtana, the Istra Premium Camping Resort offers a first-class camping experience on the Adriatic coast.trebaFixati;182;2023-05-05 14:03:02;2023-05-05 14:03:02
127331;HR;Istra Premium Camping Resort 5*;Elegantno uklopljen u mediteransko zelenilo romantičnog poluotoka kraj Funtane, Istra Premium Camping Resort pruža prvoklasan doživljaj kampiranja na jadranskoj obali.trebaFixati;183;2023-05-05 14:03:02;2023-05-05 14:03:02
127331;I;Istra Premium Camping Resort 5*;Immerso nella natura mediterranea, l'elegante Istra Premium Camping Resort sorge sulla romantica penisola vicino a Funtana e offre un’eccezionale esperienza camping sull’Adriatico.trebaFixati;184;2023-05-05 14:03:02;2023-05-05 14:03:02
127331;SL;Istra Premium Camping Resort 5*;Elegantno vpet v sredozemsko zelenje romantičnega polotoka pri Funtani, vam Istra Premium Camping Resort ponuja vrhunsko doživetje kampiranja na jadranski obali.trebaFixati;185;2023-05-05 14:03:02;2023-05-05 14:03:02
127353;D;Ježevac Premium Camping Resort 4*;Das Ježevac Premium Camping Resort bietet ein wunderschönes naturbelassenes Ambiente für Familien oder Romantiker nur wenige Gehminuten von der malerischen Altstadt von Krk entfernt.trebaFixati;186;2023-05-05 14:03:02;2023-05-05 14:03:02
127353;E;Ježevac Premium Camping Resort 4*;The Ježevac Premium Camping Resort offers a wonderful natural setting for a family or romantic holiday and is just a few minutes' walk from the picturesque historic centre of Krk.trebaFixati;187;2023-05-05 14:03:02;2023-05-05 14:03:02
127353;HR;Ježevac Premium Camping Resort 4*;Ježevac Premium Camping Resort pruža nestvarno lijep prirodni ambijent za obiteljski ili romantičan odmor na samo nekoliko minuta ugodne šetnje od slikovitog starog grada Krka.trebaFixati;188;2023-05-05 14:03:02;2023-05-05 14:03:02
127353;I;Ježevac Premium Camping Resort 4*;Il Ježevac Premium Camping Resort offre un’incantevole cornice naturale per una vacanza in famiglia o in coppia, a pochi minuti di piacevole passeggiata dal pittoresco centro storico di Krk.trebaFixati;189;2023-05-05 14:03:02;2023-05-05 14:03:02
127353;SL;Ježevac Premium Camping Resort 4*;Ježevac Premium Camping Resort vam ponuja prečudovit naraven ambient za družinski ali romantičen dopust le nekaj minut prijetnega sprehoda od slikovitega starega mestnega jedra Krka.trebaFixati;190;2023-05-05 14:03:02;2023-05-05 14:03:02
127369;D;Krk Premium Camping Resort 5*;Entdecken Sie das erste Fünf-Sterne-Öko-Camping-Resort Kroatiens in einer hervorragenden Lage in der Nähe des historischen Stadtkerns von Krk.;191;2023-05-05 14:03:02;2023-05-05 14:03:02
127369;E;Krk Premium Camping Resort 5*;Discover the first five-star eco-camping resort in Croatia in a stunning location near the historic town of Krk.;192;2023-05-05 14:03:02;2023-05-05 14:03:02
127369;HR;Krk Premium Camping Resort 5*;Otkrijte prvi eko camping resort s pet zvjezdica u Hrvatskoj na zadivljujućoj lokaciji u blizini povijesnoga grada Krka.;193;2023-05-05 14:03:02;2023-05-05 14:03:02
127369;I;Krk Premium Camping Resort 5*;Il primo camping resort ecologico a 5 stelle in Croazia, situato in una magnifica location vicino al centro storico della città di Krk, è un gioiello tutto da scoprire.trebaFixati;194;2023-05-05 14:03:02;2023-05-05 14:03:02
127369;SL;Krk Premium Camping Resort 5*;Odkritje prvi hrvaški eko camping resort s petimi zvezdicami na osupljivi lokaciji v bližini zgodovinskega mesta Krk.;195;2023-05-05 14:03:02;2023-05-05 14:03:02
127386;D;Brioni Sunny Camping 2*;Das Brioni Sunny Camping liegt in einem Kiefernwald nur sechs Kilometer vom Zentrum von Pula entfernt und bietet ein entspannendes Ambiente für einen Campingurlaub sowie eine beeindruckende Aussicht auf die Inselgruppe des Nationalparks Brijuni.trebaFixati;196;2023-05-05 14:03:02;2023-05-05 14:03:02
127386;E;Brioni Sunny Camping 2*;Located in a pine forest and only six kilometres from the centre of Pula, Brioni Sunny Camping offers a relaxing ambience for a camping holiday with an impressive view of the Brijuni National Park archipelago.trebaFixati;197;2023-05-05 14:03:02;2023-05-05 14:03:02
127386;HR;Brioni Sunny Camping 2*;Smješten u borovoj šumi, na samo šest kilometara od središta Pule, Brioni Sunny Camping pruža opuštajući ambijent za kampiranje uz impresivan pogled na otočje Nacionalnog parka Brijuni.trebaFixati;198;2023-05-05 14:03:02;2023-05-05 14:03:02
127386;I;Brioni Sunny Camping 2*;Situato in una pineta a soli sei chilometri dal centro di Pola, il Brioni Sunny Camping offre un ambiente rilassante e una vista eccezionale sulle isole del Parco nazionale di Brioni.trebaFixati;199;2023-05-05 14:03:02;2023-05-05 14:03:02
127386;SL;Brioni Sunny Camping 2*;Z lokacijo v gozdu borovcev, le šest kilometrov od središča Pulja, vam v Brioni Sunny Campingu ponujamo sproščujoče okolje za kampiranje z impresivnim pogledom na otočje Nacionalnega parka Brioni.trebaFixati;200;2023-05-05 14:03:02;2023-05-05 14:03:02
127397;D;Marina Camping Resort 4*;Entspannen Sie sich ganz ungestört im Marina Camping Resort auf einer kleinen Halbinsel mit kristallklarem Meer, 15 km südlich von Labin.;201;2023-05-05 14:03:02;2023-05-05 14:03:02
127397;E;Marina Camping Resort 4*;Find some peace and quiet at the Marina Camping Resort situated on a small peninsula surrounded by crystal-clear sea 15 km south of Labin.;202;2023-05-05 14:03:02;2023-05-05 14:03:02
127397;HR;Marina Camping Resort 4*;Pronađite svoj mir u Marina Camping Resortu na malom poluotoku okruženom kristalnim morem 15 km južno od Labina.;203;2023-05-05 14:03:02;2023-05-05 14:03:02
127397;I;Marina Camping Resort 4*;Trovate la vostra pace nel Marina Camping Resort che sorge su una piccola penisola baciata dal mare cristallino, 15 chilometri a sud di Labin.;204;2023-05-05 14:03:02;2023-05-05 14:03:02
127397;SL;Marina Camping Resort 4*;Najdite svoj mir v Marina Camping Resortu na majhnem polotoku, obdanem s kristalnim morjem 15 km južno od Labina.;205;2023-05-05 14:03:02;2023-05-05 14:03:02
127407;D;Orsera Camping Resort 3*;Mit seiner Lage im üppigen Grün duftender Kiefern bietet das Orsera Camping Resort ein hervorragendes Ambiente für einen Campingurlaub am Meer in der Nähe des malerischen Ortes Vrsar.trebaFixati;206;2023-05-05 14:03:02;2023-05-05 14:03:02
127407;E;Orsera Camping Resort 3*;Surrounded by the lush greenery of scented pine trees, the Orsera Camping Resort offers a fantastic ambience for a great camping experience by the sea near the picturesque town of Vrsar.trebaFixati;207;2023-05-05 14:03:02;2023-05-05 14:03:02
127407;HR;Orsera Camping Resort 3*;Uronjen u bujno zelenilo mirisnih borova, Orsera Camping Resort pruža fantastičan ambijent za kampiranje uz more nadomak živopisnog gradića Vrsara.;208;2023-05-05 14:03:02;2023-05-05 14:03:02
127407;I;Orsera Camping Resort 3*;Immerso nel verde lussureggiante dei fragranti pini, l’Orsera Camping Resort offre una fantastica cornice per campeggiare in riva al mare nei pressi della pittoresca cittadina di Vrsar.trebaFixati;209;2023-05-05 14:03:02;2023-05-05 14:03:02
127407;SL;Orsera Camping Resort 3*;Potopljen v bujno zelenje dišečih borovcev, vam Orsera Camping Resort ponuja fantastično okolje za kampiranje ob morju tik ob barvitem mestecu Vrsarju.;210;2023-05-05 14:03:02;2023-05-05 14:03:02
127416;D;Škrila Sunny Camping 3*;Dank seiner versteckten Lage im südlichen Teil der Insel Krk, in der Nähe des Dorfes Stara Baška, bietet das Škrila Sunny Camping einen ruhigen und entspannenden Urlaub inmitten wunderschöner Inselnatur.trebaFixati;211;2023-05-05 14:03:02;2023-05-05 14:03:02
127416;E;Škrila Sunny Camping 3*;Hidden in the southern part of the island of Krk near the village of Stara Baška, Škrila Sunny Camping offers a quiet and relaxing holiday in stunning island nature.trebaFixati;212;2023-05-05 14:03:02;2023-05-05 14:03:02
127416;HR;Škrila Sunny Camping 3*;Skriven na južnom dijelu otoka Krka u blizini sela Stara Baška, Škrila Sunny Camping pruža miran i opuštajući odmor u zadivljujućoj otočnoj prirodi.;213;2023-05-05 14:03:02;2023-05-05 14:03:02
127416;I;Škrila Sunny Camping 3*;Incastonato nella parte meridionale dell’isola di Krk nei pressi della località di Stara Baška, il Škrila Sunny Camping regala vacanze tranquille e rilassanti in simbiosi con la meravigliosa natura dell’isola.trebaFixati;214;2023-05-05 14:03:02;2023-05-05 14:03:02
127416;SL;Škrila Sunny Camping 3*;Skrit v južnem delu otoka Krka v bližini vasi Stara Baška, vam Škrila Sunny Camping ponuja miren in sproščujoč dopust v osupljivi otoški naravi.;215;2023-05-05 14:03:02;2023-05-05 14:03:02
127441;D;Tunarica Sunny Camping 2*;Das Tunarica Sunny Camping an der Ostküste Istriens steht für ein authentisches Campingerlebnis inmitten herrlicher Natur.;216;2023-05-05 14:03:02;2023-05-05 14:03:02
